;Cardiac Myocyte;CD133+ stem cells - adult bone marrow derived;CD133+ stem cells - cord blood derived;CD14+ monocyte derived endothelial progenitor cells;CD14+ Monocytes;CD14+ CD16- Monocytes;CD14+ CD16+ Monocytes;CD14- CD16+ Monocytes;CD19+ B Cells;CD34 cells differentiated to erythrocyte lineage;CD34+ Progenitors;CD34+ stem cells - adult bone marrow derived;CD4+ T Cells;CD4+CD25+CD45RA- memory regulatory T cells;CD4+CD25+CD45RA+ naive regulatory T cells;CD4+CD25-CD45RA- memory conventional T cells;CD4+CD25-CD45RA+ naive conventional T cells;CD8+ T Cells;Chondrocyte;chorionic membrane cells;Ciliary Epithelial Cells;common myeloid progenitor CMP;Corneal Epithelial Cells;Dendritic Cells - monocyte immature derived;Dendritic Cells - plasmacytoid;Endothelial Cells - Aortic;Endothelial Cells - Artery;Endothelial Cells - Lymphatic;Endothelial Cells - Microvascular;Endothelial Cells - Thoracic;Endothelial Cells - Umbilical vein;Endothelial Cells - Vein;Eosinophils;Esophageal Epithelial Cells;Fibroblast - Aortic Adventitial;Fibroblast - Cardiac;Fibroblast - Choroid Plexus;Fibroblast - Conjunctival;Fibroblast - Dermal;Fibroblast - Gingival;Fibroblast - Lung;Fibroblast - Lymphatic;Fibroblast - Mammary;Fibroblast - Periodontal Ligament;Fibroblast - Pulmonary Artery;Fibroblast - skin;Fibroblast - Villous Mesenchymal;gamma delta positive T cells;Gingival epithelial cells;granulocyte macrophage progenitor;Hair Follicle Dermal Papilla Cells;Hair Follicle Outer Root Sheath Cells;Hepatic Sinusoidal Endothelial Cells;Hepatic Stellate Cells (lipocyte);Hepatocyte;immature langerhans cells;Intestinal epithelial cells (polarized);Iris Pigment Epithelial Cells;Keratinocyte - epidermal;Keratinocyte - oral;Keratocytes;Lens Epithelial Cells;Macrophage - monocyte derived;Mallassez-derived cells;Mammary Epithelial Cell;Mast cell;mature adipocyte;Melanocyte;Meningeal Cells;mesenchymal precursor cell - adipose;mesenchymal precursor cell - bone marrow;mesenchymal precursor cell - cardiac;Mesenchymal stem cells - adipose;Mesenchymal Stem Cells - amniotic membrane;Mesenchymal Stem Cells - bone marrow;Mesenchymal stem cells - hepatic;Mesenchymal stem cells - umbilical;Mesenchymal Stem Cells - Vertebral;Mesenchymal Stem Cells - Wharton Jelly;Mesothelial Cells;migratory langerhans cells;Multipotent Cord Blood Unrestricted Somatic Stem Cells;Myoblast;nasal epithelial cells;Natural Killer Cells;Neural stem cells;Neurons;Neutrophil;Nucleus Pulposus Cell;Olfactory epithelial cells;Oligodendrocyte - precursors;Osteoblast;Pancreatic stromal cells;Pericytes;Perineurial Cells;Placental Epithelial Cells;Preadipocyte - breast;Preadipocyte - omental;Preadipocyte - perirenal;Preadipocyte - subcutaneous;Preadipocyte - visceral;promyelocytes;Prostate Epithelial Cells;Prostate Stromal Cells;Renal Cortical Epithelial Cells;Renal Epithelial Cells;Renal Glomerular Endothelial Cells;Renal Mesangial Cells;Renal Proximal Tubular Epithelial Cell;Retinal Pigment Epithelial Cells;salivary acinar cells;Schwann Cells;Sebocyte;Sertoli Cells;Skeletal Muscle Cells;Skeletal muscle cells differentiated into Myotubes;Skeletal Muscle Satellite Cells;Small Airway Epithelial Cells;Smooth muscle cells - airway;Smooth Muscle Cells - Aortic;Smooth Muscle Cells - Bladder;Smooth Muscle Cells - Brachiocephalic;Smooth Muscle Cells - Brain Vascular;Smooth Muscle Cells - Bronchial;Smooth Muscle Cells - Carotid;Smooth Muscle Cells - Colonic;Smooth Muscle Cells - Coronary Artery;Smooth Muscle Cells - Esophageal;Smooth Muscle Cells - Internal Thoracic Artery;Smooth Muscle Cells - Intestinal;Smooth Muscle Cells - Prostate;Smooth Muscle Cells - Pulmonary Artery;Smooth Muscle Cells - Subclavian Artery;Smooth Muscle Cells - Tracheal;Smooth Muscle Cells - Umbilical artery;Smooth Muscle Cells - Umbilical Vein;Smooth Muscle Cells - Uterine;Synoviocyte;tenocyte;Trabecular Meshwork Cells;Tracheal Epithelial Cells;Urothelial cells;Adipocyte - breast;Adipocyte - omental;Adipocyte - perirenal;Adipocyte - subcutaneous;Alveolar Epithelial Cells;Amniotic Epithelial Cells;amniotic membrane cells;Anulus Pulposus Cell;Astrocyte - cerebellum;Astrocyte - cerebral cortex;Basophils;tpm.Bronchial%20Epithelial%20Cell%2c%20donor4.CNhs12054.11453-119A4;tpm.Bronchial%20Epithelial%20Cell%2c%20donor5.CNhs12058.11457-119A8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor6.CNhs12062.11461-119B3;tpm.Bronchial%20Epithelial%20Cell%2c%20donor1.CNhs11327.11511-119G8;tpm.Bronchial%20Epithelial%20Cell%2c%20donor2.CNhs12085.11591-120G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor3.CNhs12623.11672-122G7;tpm.Bronchial%20Epithelial%20Cell%2c%20donor7.CNhs12642.11769-123I5
chr19:58838369..58838439,+;1.12906757;1.174401757;0;2.703822088;1.30186054;1.135648758;1.056763062;2.121556827;1.924699065;5.376190756;0.840762844;0.955112824;1.968911455;2.130102453;2.045925237;1.866015684;2.252094612;2.779207921;1.44334472;2.251985357;1.562487986;1.247333332;2.851161922;2.303017879;0.079496875;1.971096229;2.18163594;2.00518544;1.063023448;0.956565594;2.192198451;3.081672686;8.6523133;2.423831856;2.390256062;2.166055489;2.640989759;2.019119539;1.599965224;2.011251659;3.43938807;4.797037872;2.030945987;1.926474992;0.907457465;1.246242263;2.087648545;3.412487103;2.487562966;0.85164392;4.049535213;1.18624741;1.919152432;2.085229996;3.009440596;3.347395042;3.812641595;1.544110293;2.906699304;1.759180458;2.223053036;0.928921529;2.084000732;0.731502536;2.152545905;3.782829557;1.198166446;4.614573859;3.023165188;1.966549923;0.692538809;1.03571551;2.373801698;1.450820593;2.058808464;2.234493831;3.789985121;0.801220621;0.258543432;1.951374261;1.438853494;2.226931208;1.628419121;1.310525048;3.762568508;2.317777035;2.82018682;0.525946017;1.807089203;0.917464311;2.819240724;2.310899524;1.477021446;2.839042829;1.434947622;2.522444615;0.685374093;1.016928208;1.484180664;1.835316798;1.137396763;0.636071217;2.196697557;1.465717204;1.744121729;2.810439699;2.593892964;3.149493277;2.034601882;3.423806341;3.249527921;3.02512034;1.887102569;0.803419649;2.696066226;1.748132139;1.704465186;1.055517733;1.523839142;1.708231482;3.732558626;1.79545093;1.579841807;1.323581258;1.103151888;1.7790843;4.573924496;2.262775255;1.689631983;1.235198158;2.008870649;2.024676546;0.918661964;1.33626014;2.220065269;2.286954521;1.038144869;2.162326469;1.956759002;2.061732624;3.30566895;2.9306669;1.962683443;1.493343403;1.744677048;0.769394087;1.844559538;2.162383309;2.400018623;1.798673421;4.330560487;1.78536804;1.504922582;4.597106122;4.8192947;3.327786092;2.248853301;5.983524611;9.125573331;1.499212149
chr19:58838596..58838621,-;21.30605768;1.761602636;0;3.639277384;6.506538408;7.059264213;5.62821746;6.122319119;1.265647669;0.219259877;1.501619487;3.327412343;0.306560199;0.429659598;0.265069349;0.278717408;0.371807625;0.465407509;12.74770527;4.833863147;6.24421825;0;11.28906217;3.810379363;0.079496875;13.75340343;20.51533839;8.89052169;19.7837738;26.35418949;12.38285184;17.10256026;1.29260088;24.85260387;11.03826293;12.98615139;11.83448551;11.9063993;9.534678024;7.762404231;14.51487748;15.9305977;14.69490409;6.46116491;8.96114247;10.11596023;14.56660453;1.714196603;6.884874252;2.900644925;11.74884969;11.03928426;37.82330939;12.50381299;8.897642683;9.951924987;1.352872824;9.436229566;8.302531905;5.184952929;16.58468151;9.567568878;3.800504584;8.936605099;7.24100665;4.318232409;3.962067636;8.634087427;6.700463645;10.55381274;9.970869003;11.20106975;29.83897079;9.080152633;10.47567817;10.28607228;20.82633233;5.341470807;8.402661524;7.6422016;1.899416256;17.93131222;4.767429587;9.174790446;1.658041004;4.747138674;4.252845222;0.138138504;12.95657027;21.52743858;3.946937014;8.284686637;8.253943374;13.77260208;7.711571933;14.52932767;11.68787752;9.64188211;25.2310713;7.495820943;10.04866393;5.773377303;6.450672161;8.054239937;6.943041218;14.78948077;28.00606427;13.07193455;6.408326938;10.91803246;10.1486439;11.85196295;3.783166872;17.00122318;13.08894911;10.92662905;7.403906419;11.23734142;13.42219467;6.190004262;21.15116555;10.46627313;5.87459351;13.85094079;9.511135649;7.206076231;11.08556597;7.630901549;12.81777743;6.381857152;7.111455033;10.79230188;10.82966883;7.135300589;9.757413923;11.40926691;6.573875821;19.08975588;17.41241435;14.83911635;9.596789733;12.5696481;9.472698775;11.64341149;13.95741639;17.58079206;19.25241786;29.87404077;7.041419393;11.33309958;9.114344207;5.275030937;4.936173169;17.46900327;12.65064859;9.613604264;5.622133253;37.09785259;9.125573331;7.745929439
chr7:75932978..75933029,+;31.62325297;108.6321626;143.9442861;16.41894269;13.61098469;15.88593179;35.69028562;41.43852729;25.69508176;29.91693126;65.91574291;92.34596757;72.25176998;44.52042871;89.11367974;63.27058754;91.60863851;73.26644837;22.83176728;19.22583026;45.11102865;140.0323416;77.35436052;7.380678281;28.79416484;79.72594967;67.13500953;38.32632928;52.7990774;58.86779592;75.38633715;68.80786295;21.20060114;56.0651659;33.87424245;27.05315458;36.459395;55.83890005;36.22378591;43.23201594;38.04966724;119.1546911;79.65138394;37.38552288;20.98495388;23.16753393;55.20939753;31.31536679;21.70623994;120.1679298;23.05753625;30.14376293;78.42793239;29.55584146;19.51016543;30.59872997;6.149421927;60.73500485;37.71705848;31.94301358;45.72665209;58.60369542;14.82965369;29.03858099;21.37967549;42.29680345;22.26792563;41.9992476;52.22965396;27.33051231;36.77803253;32.8224051;74.78511714;32.15121353;54.82767487;31.11145333;53.1249605;47.53909018;25.07871286;77.73298565;7.324250163;41.70473107;23.54053134;37.78196487;31.83249131;25.38730843;8.511835999;0.705810189;50.833079;40.20909808;33.83088869;31.10817747;27.97652386;67.63539091;35.61633658;49.6380266;18.57991247;22.23617871;32.65197462;19.95922874;27.97972258;113.2325761;29.83710399;34.06906012;66.4524412;92.71852552;94.24193985;99.55280768;64.58889255;75.76547842;31.91686956;40.30949256;32.84054175;29.05251792;36.04877412;28.39305498;33.5440224;21.85577628;48.43173253;40.05695069;22.39535176;35.99548997;33.67444488;43.03410902;37.81439825;34.17068525;53.77965043;59.4651632;51.64618909;49.20205998;33.02252383;40.62185862;43.9713685;55.41131686;35.01611025;57.46081414;54.55545124;19.87926282;27.77957903;71.4357195;26.49597866;49.42602414;19.09465379;18.52543707;29.65950982;34.50169951;89.06314378;42.61064037;50.80656161;42.59902962;54.55571169;33.24942827;17.90127227;34.01858531;30.4217978;34.01736894;68.2152168;181.8991482;36.50229333;49.22413224
chr7:75933083..75933120,+;61.6091239;231.3571462;115.1554289;11.56423887;1.933517474;1.630462562;4.364291736;2.019523921;1.935684136;7.71221303;82.8385513;148.7410279;5.442254819;2.926837688;8.800791924;3.428821603;7.704202367;6.953929398;23.5433036;10.05471043;125.9704343;178.3574545;51.5573301;12.01834345;3.300969407;125.6444405;120.2079246;49.4375315;108.6093639;92.82747848;123.0380127;133.4177719;0.439268058;42.54862883;41.86952075;34.35087641;62.06583945;118.2736211;66.33559428;50.25212309;79.46605759;118.5517041;91.16169228;45.25579625;33.80279058;28.32495929;74.24821479;3.452594676;14.22962721;378.5959352;36.02267945;52.55582577;119.3715397;77.99020987;21.42052746;8.53041469;8.978156014;113.063187;20.92771928;45.09057279;85.20119486;80.72646938;10.65119996;22.94264637;6.251207506;6.963000262;32.29582378;72.49423169;53.93757532;54.20126329;49.78900835;41.01537987;139.3579671;19.57560871;71.73165438;69.38119153;149.9378106;75.04766484;43.69383993;38.00663566;0.852674214;19.43936886;35.34994518;12.15934182;2.406571167;21.99130206;11.78493161;0;104.2668054;29.01671375;25.37316652;44.23383192;58.99397422;89.51557824;66.07748402;22.34056438;20.28014918;17.14539179;28.19943262;53.28582322;48.70551121;380.5190677;13.81907458;60.39105328;72.36858895;131.4437874;114.1691842;149.8142034;85.80471056;208.5504478;56.28945099;46.73257799;28.53391298;48.94749086;53.68596907;51.14112617;68.70338869;9.557386687;54.95590346;30.92718921;121.9302484;39.14792955;45.71782466;72.16804471;41.85905203;69.1289738;41.24781815;151.2161054;33.93390125;86.66973745;59.21753699;42.42088874;42.78149461;88.14901858;46.6039765;99.75171427;57.00080255;28.74290597;35.80707625;169.4497797;16.37644736;24.7258429;25.36227195;20.17914871;21.8084631;55.75105254;67.66684732;15.4642721;10.52823456;81.85804268;89.31488838;65.67826897;2.047849317;11.03305469;24.69888534;15.15991442;50.59919927;145.9980005;36.50229333;40.97846542
chr7:75933296..75933337,+;2.842824171;0.587200879;0;4.452648455;0.176232913;0.228578878;0.0708681;0.132611118;0.251040464;0.109629938;0.280254281;0.757805105;0.563047438;0.375395572;0.749004952;0.438450192;0.905360959;0.302518705;3.598581034;10.40773086;2.088509824;0;26.7147059;1.528744934;0;4.533633145;8.768376609;2.699867682;21.02453638;5.814209354;6.957124876;4.958725074;0;28.31505245;13.75073806;3.897011672;2.04962873;1.696408621;2.761039502;18.52307115;4.25256283;4.356356561;2.078334718;6.797031779;1.361186198;6.52028815;3.258957664;0.289733012;5.954437392;0;7.848287048;5.699053084;28.88132816;4.390616858;2.681831523;0.224973892;0.245976877;1.200974672;10.51067106;3.05541869;2.989972368;0.585565182;0.733512386;6.11474123;1.17055461;4.692905725;4.82852633;5.991600816;0.661578786;3.521978899;3.675990452;3.845196722;15.60132516;22.00730843;1.721903926;2.318920849;2.234304801;0.26707354;2.714706031;4.472842604;2.457245198;9.767214416;3.766396128;5.336075729;0.151238944;2.810503575;1.735551325;0.069069252;1.656935234;5.51170305;3.946937014;0.796398095;6.776921929;6.047392576;1.796180721;13.27198254;17.44934077;20.3599761;14.84180664;4.627801767;5.68275385;0;51.36357622;9.268708851;0.341122812;1.326100261;18.60946343;4.315684723;1.533701791;1.887296475;39.15144486;4.657040358;26.14261844;12.69474996;6.626203218;4.501083612;3.463620431;17.08258858;30.85478002;1.644765024;1.244186209;6.525334424;2.325107166;2.093438635;4.398528246;3.432278428;3.405222328;1.976184757;8.207518437;2.058663597;13.48948224;6.526545239;8.788506805;4.822531659;4.311147196;4.312217462;14.9595331;10.21513654;3.65669391;2.670454204;3.094558737;19.48293895;37.68397959;59.25348437;28.7871713;36.5025655;8.450318831;2.638882762;3.953717041;2.770884055;1.54818474;1.046276114;0.282759256;12.87189714;3.012059188;3.327786092;16.49159087;87.35945933;18.25114666;7.745929439
chr7:75958108..75958122,-;3.51872872;2.642403954;0;2.45865155;5.148182248;0.827219056;0.563182345;0.553725654;1.125714609;1.420998196;0.560508563;3.228528139;0.787312686;1.125418209;0.632352423;0.568872243;0.915339865;0.965127184;4.737792599;3.796907727;6.754278378;0;3.234924673;4.182113656;0.476981249;3.417432324;3.281101772;3.688111581;9.453138971;13.20808678;2.614941804;2.686958911;0;5.574487133;7.001769673;5.942113724;4.366704943;1.756718807;3.24097977;2.673975266;2.888056089;2.044010525;0.583399193;3.055377501;12.02381141;3.923172856;4.210722685;0.541895363;7.74782653;0.42582196;3.30887584;4.409377488;6.869894069;3.042587099;4.348533729;0.899895566;2.582757209;4.117627447;10.91256639;14.44379744;2.780732758;7.381917419;6.349724347;3.916206706;4.588330765;1.82640783;7.019038713;2.798842234;6.035994097;6.818713907;6.751588274;5.329476765;6.895995659;3.022771195;2.202390516;4.629676166;4.145515613;2.937808944;5.946498925;7.603743544;1.539419427;5.937166598;6.953329894;2.515078384;0.84219097;0.127047312;8.520356249;5.974348866;7.084472546;3.974918952;3.383088869;1.885748483;5.560551326;4.9732787;2.05461286;1.714773792;9.145660529;12.4024839;8.905083987;3.928506113;8.304617243;0;10.82608386;5.737796516;7.29505644;3.452295627;7.779746619;5.756020456;5.543022779;5.899213801;2.828426862;13.32611619;7.849968813;14.88033921;3.372831742;3.948315401;3.235234173;8.274547402;2.972870627;2.888993627;2.488372417;6.262195424;5.18742335;3.2471427;1.258733686;4.134237053;4.005364856;3.216619978;5.210372217;2.882129036;4.655429292;2.361327522;5.060033674;2.711403322;3.170711642;5.528137984;7.461820161;7.994567737;7.192124731;2.31471474;5.79893343;7.010605782;14.11806601;17.33085009;19.19144753;4.434116824;4.315032451;1.737880214;2.337430497;5.579639142;8.999342772;5.92943378;0.827761363;15.63016082;5.722912457;5.916064163;2.248853301;7.180229534;9.125573331;10.24461635
chr7:75988265..75988284,-;15.72758898;8.514412741;0;16.61129123;13.06401526;13.47666809;11.47783922;7.929326664;8.774686105;5.422557332;9.231203042;9.225353301;10.12356258;12.77521965;9.975340645;8.620815516;10.91757851;6.636063224;22.04421801;10.06822629;20.23438821;32.88322312;13.34059484;33.68679749;7.391350298;17.96083794;14.9934236;18.29722728;16.41069698;13.2487026;11.98089784;16.81325632;2.171136997;21.50595477;18.7554625;19.38521836;16.22913075;14.7532551;15.23853311;18.69494138;11.8286435;9.804818994;15.08874836;17.7699265;16.56109874;13.26352968;11.23311054;8.807239263;16.44391825;21.0056484;24.26268282;9.542752286;17.93248455;13.29509057;15.38741717;27.67406937;11.68390166;10.63720424;14.04033092;10.83284808;21.73869489;19.12185314;22.07919724;12.29578512;11.1546214;16.41027752;26.5181054;17.92374614;18.50361535;10.20063063;13.89278201;11.60431702;13.54591101;15.28234218;12.19865927;11.4762135;7.981742081;9.347573912;25.466528;23.77067586;27.21206794;19.40171355;18.66508491;7.291966034;7.700639721;39.10172685;29.271245;8.973197162;13.10314038;18.85599779;6.766177739;21.26279533;18.15867542;11.68907899;8.858133101;7.31437991;23.98767974;28.12812096;7.420903322;23.24905998;22.91515732;11.01449924;17.01315146;19.47957944;10.40366942;9.673233117;13.74818905;16.26939375;12.409565;11.67675003;11.94702622;10.42338496;20.12593865;12.63004469;12.44613431;20.67561496;11.81538723;18.29706306;11.32074203;21.56885591;7.465117252;25.21086499;16.35591651;12.34882632;10.7060395;13.02512091;22.03145863;9.615684161;16.24444258;10.70505071;13.05664019;17.50155839;20.07947893;16.89786326;24.69948188;7.161879932;10.83205027;20.40051779;15.57122689;10.24705371;11.06529244;12.30063784;22.03728658;14.46438816;13.08507786;14.94460927;9.466435161;20.44082877;7.268523749;12.09361789;14.95192352;12.41404255;7.134966358;8.27479102;10.84341308;6.655572183;14.24273757;4.786819689;18.25114666;9.994747663
chr7:75988299..75988314,-;81.20965384;59.89448962;57.57771445;60.43265881;101.7756452;39.2166111;29.30186354;28.42268888;22.23488298;25.70449425;60.16512757;53.92664071;19.18489562;18.72469686;19.57248805;17.52054679;17.45970704;16.11734372;76.59587193;84.61210169;79.92240939;64.06655642;107.582385;107.3518814;34.31051598;171.64136;125.614602;121.4629896;127.6824652;120.7078885;101.1540442;127.7306865;23.00397085;168.5081738;95.62188649;118.5239502;105.7752623;86.30385596;81.90029025;59.26983833;80.30898686;112.1738646;114.7155104;76.48304783;98.68599935;68.81732356;80.66427872;11.21361387;154.1573667;66.37839765;90.28743396;53.10252995;111.9659537;92.17561436;42.79430238;70.22954326;81.41834632;69.9996666;133.3758612;102.3102319;99.7080493;99.6849354;126.8004576;115.7156378;92.78075658;41.91229569;360.6489263;74.13830133;157.3847729;63.88484273;68.39757755;85.09519857;53.64829752;79.89532403;68.76601233;80.58374882;62.61798814;50.47689913;94.62689593;128.430594;58.92364897;89.14650259;92.43335155;96.62937533;20.71291723;124.3069799;163.9289055;27.71661903;65.52626085;56.73367651;77.24719585;92.48033201;54.56290989;107.0686447;62.55135958;51.91609298;89.19504839;105.8044283;163.2598731;85.19248746;83.64722118;74.00208051;154.5987421;77.82922155;97.29823641;96.17817815;132.7917005;87.08505925;102.8544376;74.01822004;80.65750143;94.85356946;154.867779;81.8229912;91.39945914;96.45100134;71.19935757;156.33547;44.77233083;136.885686;43.5465173;135.1083065;102.1696678;91.65739292;100.4073578;76.73170237;164.0634907;64.9057962;101.2710251;62.17164064;58.50004108;339.4940403;117.8475073;59.61019667;156.4158159;52.88907807;76.22788523;81.30919488;75.03821141;80.21639522;125.0187285;149.7962607;145.0775333;145.4208244;115.1486852;133.7581486;95.10818783;77.67986679;66.12016327;59.42622869;112.5195048;80.27227943;18.17765088;158.1404506;186.4464637;101.6823528;140.1785224;114.8836725;45.62786666;96.44931495
chr7:75988321..75988339,-;22.81557715;14.09282109;9.596285742;15.18535644;10.70483984;11.44258249;8.311229951;6.640364737;4.958723958;8.285641511;13.81561963;16.20871706;8.388621799;8.231932409;7.755333851;6.808800038;11.19597521;4.987062953;19.24766046;15.67884562;26.46508045;12.47333332;35.84037745;27.0896526;4.264079615;19.5954626;13.53804582;14.77562905;16.0051187;14.4607076;14.05900928;12.75416148;6.048939638;24.08969251;16.61144039;19.1096148;27.17119922;21.31079553;19.96885646;16.00521672;15.44014424;29.37561811;25.46291444;14.86589291;15.08648036;13.3705415;17.95632684;6.411696931;22.47578312;13.46608513;14.536582;18.00056752;18.24709658;23.46157202;9.902012197;23.32789849;8.363213821;21.27440848;27.63099987;18.33251214;18.1595276;24.75140117;27.49502149;24.05470102;17.3783425;15.81649716;41.34777794;15.37345277;34.41677903;14.59319903;11.71306156;13.67973326;14.64606849;15.77870127;26.20976524;15.9846417;12.90529551;15.75733888;14.86624731;19.69515835;24.04512503;19.75720097;18.35892177;15.12049205;4.292894517;45.06960488;53.04361198;9.041715094;20.37786083;13.9718252;10.71311475;19.66786487;10.59980097;24.40231202;14.14270238;12.86149062;22.44008356;25.09495337;25.2310713;20.08894395;22.636355;18.84864239;22.06846636;15.47138044;22.006907;30.99117488;16.36226857;33.52220155;25.96698923;30.09753176;16.54346733;23.74995733;30.05974447;21.66177666;20.6820352;21.4592603;19.24064264;20.39231604;12.68209408;19.05855812;14.9302345;22.66981785;19.51259618;23.10735358;14.89737266;14.45496339;25.83809564;14.72724057;26.78508419;17.29277422;12.83501852;27.44723892;23.78652179;23.44438805;20.9722069;14.12738464;16.60823454;15.5175925;19.22843193;23.04310615;22.78916184;23.98559215;23.43172472;23.41158761;23.55314015;29.06312794;24.2664357;23.73801566;14.16097617;20.78163041;36.28324587;19.78802489;4.61272483;21.14668816;21.38562023;17.00868447;32.23356398;21.5406886;36.50229333;24.48713177
chr7:76026918..76026937,+;0;0;0;0.644887694;0.19363853;0.551286676;0.210190859;0.060888051;0;0.130717726;0;0;0;0;0;0;0;0.039012441;0.07228783;0.061065062;0.031511606;0;0.607158814;0.076771924;0;0;0.183412028;0.434889966;0.550408513;0;0.239217173;0;0;1.987737804;0.048069436;0.231800368;0;0.234321432;0.282954385;0.054713586;0.079455824;1.261544643;0.116679839;0.025039676;0.113432183;0.020679651;0.680449245;0;0.315357474;0;0;0;0;0;0;0;0.245976877;0.343135621;0.502946686;0.277765335;0.874163605;0.039136231;0.423305869;0.510215253;0.638971132;0.205283761;0;0.098587228;0.451663321;0.312591325;0.146990302;0.133033105;0.633977064;0;0;0.439818967;0.197987968;0;0;0.133804123;0;0;0.204468294;1.76551037;0;0.127047312;0;0;0.257145182;0.078851208;0;0.06145639;0.086883614;0.130534105;0;0;0.124053904;0.255995183;1.484180664;0.138703088;0.027375719;0;0.715249626;0.186384815;0.077015337;0.175919381;0.428091558;0.270946438;0.446942852;0.860326451;0.321028482;0;0.989600223;0;0.062057311;0.029677345;0.0926245;1.373680236;0.299503879;0;0;0;0.063543398;0;0;0.217040689;0.207813646;0.329364126;0;0;0;0;0.329938743;0;0.294807106;1.40510591;0;0.065345249;0;1.464620532;1.174976425;1.295887182;0.09083919;0.093969603;0.872338524;1.26547951;0;0.087922326;0;0;0.082080705;0;0.234332174;1.838842449;0.903617756;1.479016041;0.374808884;3.590114767;9.125573331;0.499737383
chr7:76139845..76139887,+;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.744336039;0.619933421;0;12.18298845;0;0;0;0;0;0;0;0;0;0;0.436094052;2.955569852;0;0.050452476;0.087697554;0;0;0;0;0;0;0;0;0;0;6.287757518;0;0;0;0;22.08822511;0.590789907;0;3.320687841;0.514703431;2.013792516;0.462942226;0;0;0;0.206504817;0;0;0;0;0.145320023;0;0.083855967;0;0;0;0;16.95272411;0;0;0;242.6446513;0;0;0;2.478019195;0.071875858;0;0;0;0.040897164;0;73.86410698;0;0;1.453993711;0.048751936;1.109255928;0;0.426847382;0;0;0;0;0.578737498;0;0;0;0;2.535250937;0;116.1289369;0.069072055;0;4.351994792;0;0.022972762;0.28464224;0.190383277;1.693933237;0;0;0;0;0.063543398;0;0;0;0;0;0;0.411732719;0;0;0;0;1.006926369;0;0;0.109764964;0;0;6.455266742;35.13301697;0;0.667155322;0;0;4.702445508;0.52480507;88.98303739;0;0.46312221;0;1.186923612;0.919421224;3.012059188;3.327786092;4.497706602;19.14727876;18.25114666;3.498161682
chr7:766320..766358,+;16.00780487;16.73522504;0;11.39033474;4.690653477;6.806475656;6.543326865;8.188405402;7.343074721;13.43838139;7.809141677;17.98540791;10.0003274;8.775109677;9.828702707;11.38181388;10.36069517;8.683556662;18.81992405;14.28087085;22.37611984;31.1833333;46.46614915;10.08576606;7.013436636;35.11088439;34.78027435;20.68223808;24.38685219;33.88807471;38.06620088;49.50599702;1.731868939;29.66417964;20.47640043;21.58149607;23.71923217;24.67414961;32.39933916;26.21780681;26.9784799;42.16341034;31.78988699;25.80106546;17.01482747;14.75516493;37.28095771;9.486048081;19.45954941;27.81879976;23.77096555;12.27618685;44.48067361;36.68444345;15.35144712;8.116300381;18.94021954;21.96067972;27.64497317;24.90629175;29.30806341;18.0274526;10.38012359;9.645036426;24.95201069;15.02377322;11.74608909;32.52545677;39.02007613;17.57252783;18.51814717;14.88601069;46.59875563;14.07378161;34.113313;18.94218437;27.4189485;18.69514782;9.049020103;13.21062698;7.064504263;15.41920111;18.81141189;13.85205968;6.832719369;21.06769982;12.45107953;17.07838682;18.39532872;15.68809788;20.86238136;24.5236418;19.02751157;34.61665925;21.20582669;19.52401738;12.59892804;13.57380829;17.81016797;26.51545333;26.32583938;41.59465402;23.09657502;20.10385157;37.63941657;65.11414483;47.33837568;46.80215693;51.13225481;44.71159155;24.61930089;45.5012835;39.30563363;22.9145357;31.66383595;22.60472021;24.84414789;20.88718172;18.42583792;22.27247528;9.953489669;16.63307851;20.62062689;31.54548868;20.09469237;19.64358575;22.11041209;33.65511021;21.14962457;31.7034194;17.42027508;19.28890067;20.70612058;23.0758302;25.11554387;28.16806942;19.24943361;15.91083367;13.5364716;52.14417938;30.70429558;24.80778311;11.756533;10.21178267;10.46806229;22.86741108;51.67188585;25.90610787;16.73074489;16.06226379;37.55465942;26.18702652;6.854412943;34.01858531;51.50621211;21.07597858;32.98318175;71.80229534;36.50229333;16.49133364
