"FF ontology id","Name","Sample category"
"11210-116A4","Smooth Muscle Cells - Aortic, donor0","primary cells"
"11212-116A6","Smooth Muscle Cells - Umbilical artery, donor0","primary cells"
"11214-116A8","Mesenchymal stem cells - umbilical, donor0","primary cells"
"11215-116A9","Retinal Pigment Epithelial Cells, donor0","primary cells"
"11216-116B1","Urothelial cells, donor0","primary cells"
"11217-116B2","Mesenchymal stem cells - adipose, donor0","primary cells"
"11218-116B3","Mesenchymal stem cells - hepatic, donor0","primary cells"
"11219-116B4","Mesenchymal Stem Cells - Vertebral, donor1","primary cells"
"11220-116B5","Sebocyte, donor1","primary cells"
"11221-116B6","Gingival epithelial cells, donor1 (GEA11)","primary cells"
"11222-116B7","Fibroblast - Gingival, donor4 (GFH2)","primary cells"
"11223-116B8","Fibroblast - Periodontal Ligament, donor4 (PL29)","primary cells"
"11224-116B9","CD14+ Monocytes, donor1","primary cells"
"11225-116C1","CD4+ T Cells, donor1","primary cells"
"11226-116C2","CD8+ T Cells, donor1","primary cells"
"11227-116C3","Dendritic Cells - monocyte immature derived, donor1","primary cells"
"11228-116C4","Dendritic Cells - plasmacytoid, donor1","primary cells"
"11229-116C5","CD14+ monocyte derived endothelial progenitor cells, donor1","primary cells"
"11230-116C6","Natural Killer Cells, donor1","primary cells"
"11231-116C7","Peripheral Blood Mononuclear Cells, donor1","primary cells"
"11232-116C8","Macrophage - monocyte derived, donor1","primary cells"
"11233-116C9","Neutrophils, donor1","primary cells"
"11234-116D1","Smooth Muscle Cells - Brain Vascular, donor1","primary cells"
"11235-116D2","Astrocyte - cerebral cortex, donor1","primary cells"
"11236-116D3","Endothelial Cells - Lymphatic, donor1","primary cells"
"11237-116D4","Fibroblast - Gingival, donor1","primary cells"
"11238-116D5","Fibroblast - Periodontal Ligament, donor1","primary cells"
"11239-116D6","Smooth Muscle Cells - Colonic, donor1","primary cells"
"11240-116D7","Skeletal Muscle Satellite Cells, donor1","primary cells"
"11241-116D8","Myoblast, donor1","primary cells"
"11242-116D9","Ciliary Epithelial Cells, donor1","primary cells"
"11243-116E1","Endothelial Cells - Umbilical vein, donor1","primary cells"
"11245-116E3","Fibroblast - Aortic Adventitial, donor1","primary cells"
"11246-116E4","Intestinal epithelial cells (polarized), donor1","primary cells"
"11247-116E5","Mesothelial Cells, donor1","primary cells"
"11248-116E6","Anulus Pulposus Cell, donor1","primary cells"
"11249-116E7","Pancreatic stromal cells, donor1","primary cells"
"11250-116E8","Fibroblast - Pulmonary Artery, donor1","primary cells"
"11251-116E9","Keratinocyte - oral, donor1","primary cells"
"11252-116F1","Nucleus Pulposus Cell, donor1","primary cells"
"11253-116F2","Prostate Epithelial Cells (polarized), donor1","primary cells"
"11254-116F3","Prostate Stromal Cells, donor1","primary cells"
"11255-116F4","Sertoli Cells, donor1","primary cells"
"11256-116F5","Small Airway Epithelial Cells, donor1","primary cells"
"11257-116F6","Smooth Muscle Cells - Prostate, donor1","primary cells"
"11258-116F7","Smooth Muscle Cells - Uterine, donor1","primary cells"
"11259-116F8","Adipocyte - subcutaneous, donor1","primary cells"
"11261-116G1","Chondrocyte - de diff, donor1","primary cells"
"11263-116G3","Endothelial Cells - Aortic, donor1","primary cells"
"11264-116G4","Endothelial Cells - Artery, donor1","primary cells"
"11265-116G5","Endothelial Cells - Microvascular, donor1","primary cells"
"11266-116G6","Endothelial Cells - Thoracic, donor1","primary cells"
"11267-116G7","Endothelial Cells - Vein, donor1","primary cells"
"11268-116G8","Fibroblast - Cardiac, donor1","primary cells"
"11269-116G9","Fibroblast - Dermal, donor1","primary cells"
"11270-116H1","Fibroblast - Lung, donor1","primary cells"
"11271-116H2","Hair Follicle Dermal Papilla Cells, donor1","primary cells"
"11272-116H3","Keratinocyte - epidermal, donor1","primary cells"
"11273-116H4","Mammary Epithelial Cell, donor1","primary cells"
"11274-116H5","Melanocyte - light, donor1","primary cells"
"11275-116H6","Neural stem cells, donor1","primary cells"
"11276-116H7","Osteoblast - differentiated, donor1","primary cells"
"11277-116H8","Osteoblast, donor1","primary cells"
"11278-116H9","Placental Epithelial Cells, donor1","primary cells"
"11279-116I1","Preadipocyte - subcutaneous, donor1","primary cells"
"11280-116I2","Preadipocyte - visceral, donor1","primary cells"
"11281-116I3","Skeletal Muscle Cells, donor1","primary cells"
"11282-116I4","Skeletal muscle cells differentiated into Myotubes - multinucleated, donor1","primary cells"
"11283-116I5","Smooth Muscle Cells - Aortic, donor1","primary cells"
"11284-116I6","Smooth Muscle Cells - Brachiocephalic, donor1","primary cells"
"11285-116I7","Smooth Muscle Cells - Carotid, donor1","primary cells"
"11286-116I8","Smooth Muscle Cells - Coronary Artery, donor1","primary cells"
"11287-116I9","Smooth Muscle Cells - Internal Thoracic Artery, donor1","primary cells"
"11288-117A1","Smooth Muscle Cells - Pulmonary Artery, donor1","primary cells"
"11289-117A2","Smooth Muscle Cells - Subclavian Artery, donor1","primary cells"
"11290-117A3","Smooth Muscle Cells - Umbilical Artery, donor1","primary cells"
"11291-117A4","Synoviocyte, donor1","primary cells"
"11292-117A5","Tracheal Epithelial Cells, donor1","primary cells"
"11301-117B5","Sebocyte, donor2","primary cells"
"11302-117B6","Gingival epithelial cells, donor2 (GEA14)","primary cells"
"11303-117B7","Fibroblast - Gingival, donor5 (GFH3)","primary cells"
"11304-117B8","Fibroblast - Periodontal Ligament, donor5 (PL30)","primary cells"
"11305-117B9","CD14+ Monocytes, donor2","primary cells"
"11306-117C1","CD4+ T Cells, donor2","primary cells"
"11307-117C2","CD8+ T Cells, donor2","primary cells"
"11308-117C3","Dendritic Cells - monocyte immature derived, donor2","primary cells"
"11309-117C4","Dendritic Cells - plasmacytoid, donor2","primary cells"
"11310-117C5","CD14+ monocyte derived endothelial progenitor cells, donor2","primary cells"
"11311-117C6","Natural Killer Cells, donor2","primary cells"
"11312-117C7","Peripheral Blood Mononuclear Cells, donor2","primary cells"
"11313-117C8","Macrophage - monocyte derived, donor2","primary cells"
"11314-117C9","Neutrophils, donor2","primary cells"
"11315-117D1","Smooth Muscle Cells - Brain Vascular, donor2","primary cells"
"11316-117D2","Astrocyte - cerebral cortex, donor2","primary cells"
"11317-117D3","Endothelial Cells - Lymphatic, donor2","primary cells"
"11318-117D4","Fibroblast - Gingival, donor2","primary cells"
"11319-117D5","Fibroblast - Periodontal Ligament, donor2","primary cells"
"11320-117D6","Smooth Muscle Cells - Colonic, donor2","primary cells"
"11321-117D7","Skeletal Muscle Satellite Cells, donor2","primary cells"
"11322-117D8","Myoblast, donor2","primary cells"
"11323-117D9","Ciliary Epithelial Cells, donor2","primary cells"
"11324-117E1","Endothelial Cells - Umbilical vein, donor2","primary cells"
"11326-117E3","Fibroblast - Aortic Adventitial, donor2","primary cells"
"11327-117E4","Adipocyte - breast, donor2","primary cells"
"11328-117E5","Preadipocyte - breast, donor2","primary cells"
"11329-117E6","Preadipocyte - omental, donor2","primary cells"
"11331-117E8","Prostate Epithelial Cells, donor2","primary cells"
"11332-117E9","Prostate Stromal Cells, donor2","primary cells"
"11333-117F1","Sertoli Cells, donor2","primary cells"
"11334-117F2","Small Airway Epithelial Cells, donor2","primary cells"
"11335-117F3","Smooth Muscle Cells - Prostate, donor2","primary cells"
"11336-117F4","Adipocyte - subcutaneous, donor2","primary cells"
"11338-117F6","Chondrocyte - de diff, donor2","primary cells"
"11339-117F7","Chondrocyte - re diff, donor2","primary cells"
"11340-117F8","Endothelial Cells - Aortic, donor2","primary cells"
"11341-117F9","Endothelial Cells - Artery, donor2","primary cells"
"11342-117G1","Endothelial Cells - Microvascular, donor2","primary cells"
"11343-117G2","Endothelial Cells - Thoracic, donor2","primary cells"
"11344-117G3","Endothelial Cells - Vein, donor2","primary cells"
"11345-117G4","Fibroblast - Cardiac, donor2","primary cells"
"11346-117G5","Fibroblast - Dermal, donor2","primary cells"
"11347-117G6","Fibroblast - Lung, donor2","primary cells"
"11348-117G7","Hair Follicle Dermal Papilla Cells, donor2","primary cells"
"11349-117G8","Keratinocyte - epidermal, donor2","primary cells"
"11350-117G9","Mammary Epithelial Cell, donor2","primary cells"
"11351-117H1","Melanocyte - light, donor2","primary cells"
"11352-117H2","Neural stem cells, donor2","primary cells"
"11353-117H3","Osteoblast - differentiated, donor2","primary cells"
"11354-117H4","Osteoblast, donor2","primary cells"
"11355-117H5","Placental Epithelial Cells, donor2","primary cells"
"11356-117H6","Preadipocyte - subcutaneous, donor2","primary cells"
"11357-117H7","Preadipocyte - visceral, donor2","primary cells"
"11358-117H8","Skeletal Muscle Cells, donor2","primary cells"
"11359-117H9","Skeletal muscle cells differentiated into Myotubes - multinucleated, donor2","primary cells"
"11360-117I1","Smooth Muscle Cells - Aortic, donor2","primary cells"
"11361-117I2","Smooth Muscle Cells - Brachiocephalic, donor2","primary cells"
"11362-117I3","Smooth Muscle Cells - Carotid, donor2","primary cells"
"11363-117I4","Smooth Muscle Cells - Coronary Artery, donor2","primary cells"
"11364-117I5","Smooth Muscle Cells - Internal Thoracic Artery, donor2","primary cells"
"11365-117I6","Smooth Muscle Cells - Pulmonary Artery, donor2","primary cells"
"11366-117I7","Smooth Muscle Cells - Subclavian Artery, donor2","primary cells"
"11367-117I8","Smooth Muscle Cells - Umbilical Artery, donor2","primary cells"
"11368-117I9","Synoviocyte, donor2","primary cells"
"11369-118A1","Tracheal Epithelial Cells, donor2","primary cells"
"11376-118A8","Adipocyte - breast, donor1","primary cells"
"11378-118B1","Sebocyte, donor3","primary cells"
"11379-118B2","Gingival epithelial cells, donor3 (GEA15)","primary cells"
"11380-118B3","Fibroblast - Periodontal Ligament, donor6 (PLH3)","primary cells"
"11381-118B4","CD14+ Monocytes, donor3","primary cells"
"11382-118B5","CD4+ T Cells, donor3","primary cells"
"11383-118B6","CD8+ T Cells, donor3","primary cells"
"11384-118B7","Dendritic Cells - monocyte immature derived, donor3","primary cells"
"11385-118B8","Dendritic Cells - plasmacytoid, donor3","primary cells"
"11386-118B9","CD14+ monocyte derived endothelial progenitor cells, donor3","primary cells"
"11387-118C1","Natural Killer Cells, donor3","primary cells"
"11388-118C2","Peripheral Blood Mononuclear Cells, donor3","primary cells"
"11389-118C3","Macrophage - monocyte derived, donor3","primary cells"
"11390-118C4","Neutrophils, donor3","primary cells"
"11391-118C5","Smooth Muscle Cells - Brain Vascular, donor3","primary cells"
"11392-118C6","Astrocyte - cerebral cortex, donor3","primary cells"
"11393-118C7","Endothelial Cells - Lymphatic, donor3","primary cells"
"11394-118C8","Fibroblast - Gingival, donor3","primary cells"
"11395-118C9","Fibroblast - Periodontal Ligament, donor3","primary cells"
"11396-118D1","Smooth Muscle Cells - Colonic, donor3","primary cells"
"11397-118D2","Skeletal Muscle Satellite Cells, donor3","primary cells"
"11398-118D3","Myoblast, donor3","primary cells"
"11399-118D4","Ciliary Epithelial Cells, donor3","primary cells"
"11400-118D5","Endothelial Cells - Umbilical vein, donor3","primary cells"
"11401-118D6","Fibroblast - Aortic Adventitial, donor3","primary cells"
"11402-118D7","Mesothelial Cells, donor3","primary cells"
"11403-118D8","Preadipocyte - omental, donor3","primary cells"
"11404-118D9","Prostate Epithelial Cells, donor3","primary cells"
"11405-118E1","Prostate Stromal Cells, donor3","primary cells"
"11406-118E2","Small Airway Epithelial Cells, donor3","primary cells"
"11408-118E4","Adipocyte - subcutaneous, donor3","primary cells"
"11409-118E5","Nucleus Pulposus Cell, donor2","primary cells"
"11410-118E6","Chondrocyte - de diff, donor3","primary cells"
"11411-118E7","Chondrocyte - re diff, donor3","primary cells"
"11412-118E8","Endothelial Cells - Aortic, donor3","primary cells"
"11413-118E9","Endothelial Cells - Artery, donor3","primary cells"
"11414-118F1","Endothelial Cells - Microvascular, donor3","primary cells"
"11416-118F3","Endothelial Cells - Vein, donor3","primary cells"
"11417-118F4","Fibroblast - Cardiac, donor3","primary cells"
"11418-118F5","Fibroblast - Dermal, donor3","primary cells"
"11419-118F6","Fibroblast - Lung, donor3","primary cells"
"11420-118F7","Hair Follicle Dermal Papilla Cells, donor3","primary cells"
"11421-118F8","Keratinocyte - epidermal, donor3","primary cells"
"11422-118F9","Mammary Epithelial Cell, donor3","primary cells"
"11423-118G1","Melanocyte - light, donor3","primary cells"
"11425-118G3","Osteoblast - differentiated, donor3","primary cells"
"11426-118G4","Osteoblast, donor3","primary cells"
"11427-118G5","Placental Epithelial Cells, donor3","primary cells"
"11428-118G6","Preadipocyte - subcutaneous, donor3","primary cells"
"11429-118G7","Preadipocyte - visceral, donor3","primary cells"
"11430-118G8","Skeletal Muscle Cells, donor3","primary cells"
"11431-118G9","Skeletal muscle cells differentiated into Myotubes - multinucleated, donor3","primary cells"
"11432-118H1","Smooth Muscle Cells - Aortic, donor3","primary cells"
"11433-118H2","Smooth Muscle Cells - Brachiocephalic, donor3","primary cells"
"11434-118H3","Smooth Muscle Cells - Carotid, donor3","primary cells"
"11435-118H4","Smooth Muscle Cells - Coronary Artery, donor3","primary cells"
"11436-118H5","Smooth Muscle Cells - Internal Thoracic Artery, donor3","primary cells"
"11437-118H6","Smooth Muscle Cells - Pulmonary Artery, donor3","primary cells"
"11438-118H7","Smooth Muscle Cells - Subclavian Artery, donor3","primary cells"
"11439-118H8","Smooth Muscle Cells - Umbilical Artery, donor3","primary cells"
"11440-118H9","Synoviocyte, donor3","primary cells"
"11441-118I1","Tracheal Epithelial Cells, donor3","primary cells"
"11450-119A1","Fibroblast - Dermal, donor4","primary cells"
"11451-119A2","Skeletal Muscle Cells, donor4","primary cells"
"11452-119A3","Fibroblast - Cardiac, donor4","primary cells"
"11453-119A4","Bronchial Epithelial Cell, donor4","primary cells"
"11454-119A5","Fibroblast - Dermal, donor5","primary cells"
"11455-119A6","Skeletal Muscle Cells, donor5","primary cells"
"11456-119A7","Fibroblast - Cardiac, donor5","primary cells"
"11457-119A8","Bronchial Epithelial Cell, donor5","primary cells"
"11458-119A9","Fibroblast - Dermal, donor6","primary cells"
"11459-119B1","Skeletal Muscle Cells, donor6","primary cells"
"11460-119B2","Fibroblast - Cardiac, donor6","primary cells"
"11461-119B3","Bronchial Epithelial Cell, donor6","primary cells"
"11462-119B4","Nucleus Pulposus Cell, donor3","primary cells"
"11463-119B5","Anulus Pulposus Cell, donor2","primary cells"
"11464-119B6","Mesenchymal Stem Cells - bone marrow, donor4","primary cells"
"11465-119B7","Smooth Muscle Cells - Prostate, donor3","primary cells"
"11466-119B8","Smooth Muscle Cells - Uterine, donor3","primary cells"
"11467-119B9","Preadipocyte - breast, donor1","primary cells"
"11468-119C1","Preadipocyte - omental, donor1","primary cells"
"11469-119C2","Preadipocyte - perirenal, donor1","primary cells"
"11473-119C6","Adipocyte - omental, donor1","primary cells"
"11474-119C7","Adipocyte - omental, donor2","primary cells"
"11475-119C8","Adipocyte - omental, donor3","primary cells"
"11476-119C9","Adipocyte - perirenal, donor1","primary cells"
"11487-119E2","Mast cell - stimulated, donor1","primary cells"
"11491-119E6","Pericytes, donor1","primary cells"
"11492-119E7","Fibroblast - Choroid Plexus, donor1","primary cells"
"11493-119E8","Meningeal Cells, donor1","primary cells"
"11494-119E9","Neurons, donor1","primary cells"
"11496-119F2","Oligodendrocyte - precursors, donor1","primary cells"
"11498-119F4","Schwann Cells, donor1","primary cells"
"11499-119F5","Perineurial Cells, donor1","primary cells"
"11500-119F6","Astrocyte - cerebellum, donor1","primary cells"
"11502-119F8","Melanocyte - dark, donor1","primary cells"
"11504-119G1","Hair Follicle Outer Root Sheath Cells, donor1","primary cells"
"11506-119G3","Fibroblast - Lymphatic, donor1","primary cells"
"11507-119G4","Esophageal Epithelial Cells, donor1","primary cells"
"11508-119G5","Smooth Muscle Cells - Esophageal, donor1","primary cells"
"11509-119G6","Smooth Muscle Cells - Intestinal, donor1","primary cells"
"11510-119G7","Alveolar Epithelial Cells, donor1","primary cells"
"11511-119G8","Bronchial Epithelial Cell, donor1","primary cells"
"11512-119G9","Smooth Muscle Cells - Bronchial, donor1","primary cells"
"11513-119H1","Smooth Muscle Cells - Tracheal, donor1","primary cells"
"11514-119H2","Renal Glomerular Endothelial Cells, donor1","primary cells"
"11515-119H3","Renal Proximal Tubular Epithelial Cell, donor1","primary cells"
"11516-119H4","Renal Cortical Epithelial Cells, donor1","primary cells"
"11517-119H5","Renal Epithelial Cells, donor1","primary cells"
"11518-119H6","Renal Mesangial Cells, donor1","primary cells"
"11519-119H7","Smooth Muscle Cells - Bladder, donor1","primary cells"
"11520-119H8","Urothelial Cells, donor1","primary cells"
"11521-119H9","Hepatic Sinusoidal Endothelial Cells, donor1","primary cells"
"11523-119I2","Hepatocyte, donor1","primary cells"
"11524-119I3","Hepatic Stellate Cells (lipocyte), donor1","primary cells"
"11525-119I4","Cardiac Myocyte, donor1","primary cells"
"11526-119I5","Corneal Epithelial Cells, donor1","primary cells"
"11527-119I6","Keratocytes, donor1","primary cells"
"11528-119I7","Retinal Pigment Epithelial Cells, donor1","primary cells"
"11529-119I8","Lens Epithelial Cells, donor1","primary cells"
"11530-119I9","Iris Pigment Epithelial Cells, donor1","primary cells"
"11531-120A1","Fibroblast - Conjunctival, donor1","primary cells"
"11532-120A2","Trabecular Meshwork Cells, donor1","primary cells"
"11533-120A3","Amniotic Epithelial Cells, donor1","primary cells"
"11535-120A5","Fibroblast - Villous Mesenchymal, donor1","primary cells"
"11536-120A6","Mesenchymal Stem Cells - bone marrow, donor1","primary cells"
"11537-120A7","Mesenchymal Stem Cells - adipose, donor1","primary cells"
"11538-120A8","Mesenchymal Stem Cells - hepatic, donor1","primary cells"
"11539-120A9","Mesenchymal Stem Cells - umbilical, donor1","primary cells"
"11540-120B1","Fibroblast - Mammary, donor1","primary cells"
"11541-120B2","Smooth Muscle Cells - Umbilical Vein, donor1","primary cells"
"11544-120B5","CD19+ B Cells, donor1","primary cells"
"11545-120B6","CD34+ Progenitors, donor1","primary cells"
"11547-120B8","Mesenchymal Stem Cells - amniotic membrane, donor1","primary cells"
"11548-120B9","Mesenchymal Stem Cells - Wharton's Jelly, donor1","primary cells"
"11549-120C1","Multipotent Cord Blood Unrestricted Somatic Stem Cells, donor1","primary cells"
"11553-120C5","Fibroblast - skin normal, donor1","primary cells"
"11554-120C6","Fibroblast - skin walker warburg, donor1","primary cells"
"11555-120C7","Fibroblast - skin spinal muscular atrophy, donor1","primary cells"
"11556-120C8","Fibroblast - skin dystrophia myotonica, donor1","primary cells"
"11557-120C9","Fibroblast - skin dystrophia myotonica, donor2","primary cells"
"11558-120D1","Fibroblast - skin spinal muscular atrophy, donor2","primary cells"
"11559-120D2","Fibroblast - skin spinal muscular atrophy, donor3","primary cells"
"11560-120D3","Fibroblast - skin dystrophia myotonica, donor3","primary cells"
"11561-120D4","Fibroblast - skin normal, donor2","primary cells"
"11563-120D6","Mast cell, donor1","primary cells"
"11565-120D8","Mast cell, donor2","primary cells"
"11566-120D9","Mast cell, donor3","primary cells"
"11567-120E1","Mast cell, donor4","primary cells"
"11571-120E5","Pericytes, donor2","primary cells"
"11572-120E6","Fibroblast - Choroid Plexus, donor2","primary cells"
"11573-120E7","Meningeal Cells, donor2","primary cells"
"11574-120E8","Neurons, donor2","primary cells"
"11578-120F3","Schwann Cells, donor2","primary cells"
"11579-120F4","Perineurial Cells, donor2","primary cells"
"11580-120F5","Astrocyte - cerebellum, donor2","primary cells"
"11582-120F7","Melanocyte - dark, donor2","primary cells"
"11584-120F9","Hair Follicle Outer Root Sheath Cells, donor2","primary cells"
"11586-120G2","Fibroblast - Lymphatic, donor2","primary cells"
"11587-120G3","Esophageal Epithelial Cells, donor2","primary cells"
"11588-120G4","Smooth Muscle Cells - Esophageal, donor2","primary cells"
"11590-120G6","Alveolar Epithelial Cells, donor2","primary cells"
"11591-120G7","Bronchial Epithelial Cell, donor2","primary cells"
"11592-120G8","Smooth Muscle Cells - Bronchial, donor2","primary cells"
"11593-120G9","Smooth Muscle Cells - Tracheal, donor2","primary cells"
"11594-120H1","Renal Glomerular Endothelial Cells, donor2","primary cells"
"11595-120H2","Renal Proximal Tubular Epithelial Cell, donor2","primary cells"
"11596-120H3","Renal Cortical Epithelial Cells, donor2","primary cells"
"11597-120H4","Renal Epithelial Cells, donor2","primary cells"
"11598-120H5","Renal Mesangial Cells, donor2","primary cells"
"11600-120H7","Urothelial Cells, donor2","primary cells"
"11601-120H8","Hepatic Sinusoidal Endothelial Cells, donor2","primary cells"
"11603-120I1","Hepatocyte, donor2","primary cells"
"11604-120I2","Hepatic Stellate Cells (lipocyte), donor2","primary cells"
"11605-120I3","Cardiac Myocyte, donor2","primary cells"
"11606-120I4","Corneal Epithelial Cells, donor2","primary cells"
"11607-120I5","Keratocytes, donor2","primary cells"
"11608-120I6","Retinal Pigment Epithelial Cells, donor2","primary cells"
"11609-120I7","Lens Epithelial Cells, donor2","primary cells"
"11612-122A1","Trabecular Meshwork Cells, donor2","primary cells"
"11613-122A2","Amniotic Epithelial Cells, donor2","primary cells"
"11615-122A4","Fibroblast - Villous Mesenchymal, donor2","primary cells"
"11616-122A5","Mesenchymal Stem Cells - bone marrow, donor2","primary cells"
"11617-122A6","Mesenchymal Stem Cells - adipose, donor2","primary cells"
"11618-122A7","Mesenchymal Stem Cells - hepatic, donor2","primary cells"
"11619-122A8","Mesenchymal Stem Cells - umbilical, donor2","primary cells"
"11620-122A9","Fibroblast - Mammary, donor2","primary cells"
"11621-122B1","Smooth Muscle Cells - Umbilical Vein, donor2","primary cells"
"11624-122B4","CD19+ B Cells, donor2","primary cells"
"11625-122B5","CD34+ Progenitors, donor2","primary cells"
"11627-122B7","Mesenchymal Stem Cells - amniotic membrane, donor2","primary cells"
"11629-122B9","Multipotent Cord Blood Unrestricted Somatic Stem Cells, donor2","primary cells"
"11652-122E5","Pericytes, donor3","primary cells"
"11653-122E6","Fibroblast - Choroid Plexus, donor3","primary cells"
"11654-122E7","Meningeal Cells, donor3","primary cells"
"11655-122E8","Neurons, donor3","primary cells"
"11659-122F3","Schwann Cells, donor3","primary cells"
"11661-122F5","Astrocyte - cerebellum, donor3","primary cells"
"11663-122F7","Melanocyte - dark, donor3","primary cells"
"11667-122G2","Fibroblast - Lymphatic, donor3","primary cells"
"11668-122G3","Esophageal Epithelial Cells, donor3","primary cells"
"11671-122G6","Alveolar Epithelial Cells, donor3","primary cells"
"11672-122G7","Bronchial Epithelial Cell, donor3","primary cells"
"11674-122G9","Smooth Muscle Cells - Tracheal, donor3","primary cells"
"11675-122H1","Renal Glomerular Endothelial Cells, donor3","primary cells"
"11676-122H2","Renal Proximal Tubular Epithelial Cell, donor3","primary cells"
"11678-122H4","Renal Epithelial Cells, donor3","primary cells"
"11679-122H5","Renal Mesangial Cells, donor3","primary cells"
"11681-122H7","Urothelial Cells, donor3","primary cells"
"11682-122H8","Hepatic Sinusoidal Endothelial Cells, donor3","primary cells"
"11684-122I1","Hepatocyte, donor3","primary cells"
"11685-122I2","Hepatic Stellate Cells (lipocyte), donor3","primary cells"
"11686-122I3","Cardiac Myocyte, donor3","primary cells"
"11687-122I4","Corneal Epithelial Cells, donor3","primary cells"
"11688-122I5","Keratocytes, donor3","primary cells"
"11689-122I6","Retinal Pigment Epithelial Cells, donor3","primary cells"
"11690-122I7","Lens Epithelial Cells, donor3","primary cells"
"11692-122I9","Fibroblast - Conjunctival, donor3","primary cells"
"11693-123A1","Trabecular Meshwork Cells, donor3","primary cells"
"11694-123A2","Amniotic Epithelial Cells, donor3","primary cells"
"11696-123A4","Fibroblast - Villous Mesenchymal, donor3","primary cells"
"11697-123A5","Mesenchymal Stem Cells - bone marrow, donor3","primary cells"
"11698-123A6","Mesenchymal Stem Cells - adipose, donor3","primary cells"
"11700-123A8","Mesenchymal Stem Cells - umbilical, donor3","primary cells"
"11701-123A9","Fibroblast - Mammary, donor3","primary cells"
"11702-123B1","Smooth Muscle Cells - Umbilical Vein, donor3","primary cells"
"11705-123B4","CD19+ B Cells, donor3","primary cells"
"11747-123G1","mesenchymal precursor cell - adipose, donor1","primary cells"
"11748-123G2","mesenchymal precursor cell - adipose, donor2","primary cells"
"11749-123G3","mesenchymal precursor cell - adipose, donor3","primary cells"
"11750-123G4","mesenchymal precursor cell - bone marrow, donor1","primary cells"
"11751-123G5","mesenchymal precursor cell - bone marrow, donor2","primary cells"
"11752-123G6","mesenchymal precursor cell - cardiac, donor1","primary cells"
"11753-123G7","mesenchymal precursor cell - cardiac, donor2","primary cells"
"11754-123G8","mesenchymal precursor cell - cardiac, donor3","primary cells"
"11755-123G9","mesenchymal precursor cell - cardiac, donor4","primary cells"
"11756-123H1","mesenchymal precursor cell - ovarian cancer left ovary, donor1","primary cells"
"11757-123H2","mesenchymal precursor cell - ovarian cancer right ovary, donor1","primary cells"
"11758-123H3","mesenchymal precursor cell - ovarian cancer metastasis, donor1","primary cells"
"11759-123H4","mesenchymal precursor cell - ovarian cancer right ovary, donor2","primary cells"
"11760-123H5","mesenchymal precursor cell - ovarian cancer left ovary, donor3","primary cells"
"11761-123H6","mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02)","primary cells"
"11762-123H7","mesenchymal precursor cell - ovarian cancer metastasis, donor3","primary cells"
"11763-123H8","tenocyte, donor1","primary cells"
"11765-123I1","tenocyte, donor2","primary cells"
"11768-123I4","tenocyte, donor3","primary cells"
"11769-123I5","Bronchial Epithelial Cell, donor7","primary cells"
"11771-123I7","salivary acinar cells, donor1","primary cells"
"11772-123I8","salivary acinar cells, donor2","primary cells"
"11773-123I9","salivary acinar cells, donor3","primary cells"
"11780-124A7","CD4+CD25+CD45RA+ naive regulatory T cells, donor1","primary cells"
"11782-124A9","CD4+CD25+CD45RA- memory regulatory T cells, donor1","primary cells"
"11783-124B1","Renal Glomerular Endothelial Cells, donor4","primary cells"
"11784-124B2","CD4+CD25-CD45RA+ naive conventional T cells, donor1","primary cells"
"11786-124B4","CD4+CD25-CD45RA- memory conventional T cells, donor1","primary cells"
"11788-124B6","CD14+CD16- Monocytes, donor1","primary cells"
"11789-124B7","CD14+CD16+ Monocytes, donor1","primary cells"
"11790-124B8","CD14-CD16+ Monocytes, donor1","primary cells"
"11791-124B9","CD4+CD25-CD45RA+ naive conventional T cells expanded, donor1","primary cells"
"11792-124C1","CD4+CD25-CD45RA- memory conventional T cells expanded, donor1","primary cells"
"11793-124C2","CD4+CD25+CD45RA+ naive regulatory T cells expanded, donor1","primary cells"
"11794-124C3","CD4+CD25+CD45RA- memory regulatory T cells expanded, donor1","primary cells"
"11795-124C4","CD4+CD25-CD45RA+ naive conventional T cells, donor2","primary cells"
"11796-124C5","CD4+CD25+CD45RA+ naive regulatory T cells, donor2","primary cells"
"11797-124C6","CD4+CD25+CD45RA- memory regulatory T cells, donor2","primary cells"
"11798-124C7","CD4+CD25-CD45RA- memory conventional T cells, donor2","primary cells"
"11799-124C8","CD14+CD16- Monocytes, donor2","primary cells"
"11800-124C9","CD14-CD16+ Monocytes, donor2","primary cells"
"11801-124D1","CD14+CD16+ Monocytes, donor2","primary cells"
"11833-124G6","mesenchymal precursor cell - ovarian cancer left ovary, donor2","primary cells"
"11835-124G8","mesenchymal precursor cell - ovarian cancer metastasis, donor2","primary cells"
"11836-124G9","mesenchymal precursor cell - ovarian cancer left ovary, donor4","primary cells"
"11837-124H1","mesenchymal precursor cell - ovarian cancer right ovary, donor4","primary cells"
"11838-124H2","mesenchymal precursor cell - ovarian cancer metastasis, donor4","primary cells"
"11840-124H4","mesenchymal precursor cell - bone marrow, donor3","primary cells"
"11841-124H5","serous adenocarcinoma cell line:SK-OV-3-R, biol_rep1","cell lines"
"11842-124H6","mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02-G)","primary cells"
